eid,anio,posicion_autor,n_autores_total,nombre_en_fuente,clave_normalizada,clave_apellido,afiliacion_declarada_raw,unidad_academica_raw,unidad_academica,metodo_blando,metodo_duro_publicacion,confianza
2-s2.0-85179070817,2023,3,9,Ballesteros P.,ballesteros p,ballesteros,"Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85179070817,2023,4,9,Schlageter F.,schlageter f,schlageter,"Departamento de Ginecología y Obstetricia, Hospital El Carmen de Maipú, Chile, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85179070817,2023,5,9,Peragallo J.,peragallo j,peragallo,"Departamento de Ginecología y Obstetricia, Hospital El Carmen de Maipú, Chile, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85179070817,2023,6,9,Norambuena C.,norambuena c,norambuena,"Departamento de Ginecología y Obstetricia, Hospital El Carmen de Maipú, Chile, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85179070817,2023,7,9,Castillo N.,castillo n,castillo,"Departamento de Ginecología y Obstetricia, Hospital El Carmen de Maipú, Chile, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85179070817,2023,8,9,Llera C.,llera c,llera,"Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85179070817,2023,9,9,Jaque Y.,jaque y,jaque,"Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85206076775,2024,1,5,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105044644829,2023,1,1,Muszalski H.,muszalski h,muszalski,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85192374380,2024,1,6,Montalva-Valenzuela F.,montalva valenzuela f,montalvavalenzuela,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85191374190,2024,4,10,Morales-Sepulveda J.P.,morales sepulveda jp,moralessepulveda,"University of Sydney Business School, Darlington, NSW, Australia, Facultad de Educación Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación Psicología y Familia,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85191374190,2024,5,10,Huepe-Artigas D.,huepe artigas d,huepeartigas,"Facultad de Educación Psicología y Familia, Universidad Finis Terrae, Santiago, Chile, Center for Social and Cognitive Neuroscience, School of Psychology, Universidad Adolfo Ibáñez, Santiago, Chile",Facultad de Educación Psicología y Familia,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85172425933,2023,8,11,Orellana Donoso M.,orellana donoso m,orellanadonoso,"Departamento de Morfología, Facultad de Medicina, Universidad Andres Bello, Santiago, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85171790440,2023,1,2,Yanine F.,yanine f,yanine,"Faculty of Engineering, Universidad Finis Terrae, Av. Pedro de Valdivia 1509, Providencia, Santiago, 7500000, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-85172181917,2023,1,4,Torrealba J.,torrealba j,torrealba,"Traumatología y Ortopedia. Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85147620671,2023,3,6,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85164247517,2023,1,5,Shabani R.,shabani r,shabani,"Norwegian University of Science and Technology, Høgskoleringen 1, Trondheim, 7491, Norway, Universidad Finis Terrae, Av.Pedro de Valdivia, Providencia, 1509, Chile",,No determinada,True,True,alta
2-s2.0-85164247517,2023,2,5,Ishtiaque T.A.,ishtiaque ta,ishtiaqueta,"Norwegian University of Science and Technology, Høgskoleringen 1, Trondheim, 7491, Norway, Universidad Finis Terrae, Av.Pedro de Valdivia, Providencia, 1509, Chile",,No determinada,True,True,alta
2-s2.0-85164247517,2023,3,5,Johansen A.,johansen a,johansen,"Norwegian University of Science and Technology, Høgskoleringen 1, Trondheim, 7491, Norway, Universidad Finis Terrae, Av.Pedro de Valdivia, Providencia, 1509, Chile",,No determinada,True,True,alta
2-s2.0-85164247517,2023,4,5,Torp O.,torp o,torp,"Norwegian University of Science and Technology, Høgskoleringen 1, Trondheim, 7491, Norway, Universidad Finis Terrae, Av.Pedro de Valdivia, Providencia, 1509, Chile",,No determinada,True,True,alta
2-s2.0-85164247517,2023,5,5,Farsani D.,farsani d,farsani,"Norwegian University of Science and Technology, Høgskoleringen 1, Trondheim, 7491, Norway, Universidad Finis Terrae, Av.Pedro de Valdivia, Providencia, 1509, Chile",,No determinada,True,True,alta
2-s2.0-85163335724,2023,9,20,Henriquez-Olguin C.,henriquez olguin c,henriquezolguin,"Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen, Copenhagen N, 2200, Denmark, Exercise Science Laboratory, Faculty of Medicine, Universidad Finis Terrae, Santiago, 7501015, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85164242622,2023,1,6,Nuñez-Lisboa M.,nunez lisboa m,nunezlisboa,"Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85145242374,2023,9,11,Mujika I.,mujika i,mujika,"Faculty of Medicine and Nursing, Department of Physiology, University of the Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105011526303,2023,2,5,Zamora L.C.,zamora lc,zamoralc,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85149813674,2023,1,5,Elorrieta V.,elorrieta v,elorrieta,"Medicine Faculty, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85149813674,2023,2,5,Villena J.,villena j,villena,"Medicine Faculty, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85149813674,2023,3,5,Kompatzki Á.,kompatzki a,kompatzki,"Medicine Faculty, Finis Terrae University, Santiago, Chile, Urology Staff, Urology Department, Clínica Santa María, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85149813674,2023,4,5,Velasco A.,velasco a,velasco,"Medicine Faculty, Finis Terrae University, Santiago, Chile, Urology Staff, Urology Department, Clínica Santa María, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85149813674,2023,5,5,Salvadó J.A.,salvado ja,salvadoja,"Medicine Faculty, Finis Terrae University, Santiago, Chile, Urology Staff, Urology Department, Clínica Santa María, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85196095290,2024,2,35,Carvajal C.,carvajal c,carvajal,"Staphylored LATAM, Bogotá, Colombia, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85196095290,2024,12,35,Von Moltke R.,von moltke r,vonmoltke,"Staphylored LATAM, Bogotá, Colombia, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85186548748,2024,4,4,Figueroa D.,figueroa d,figueroa,"Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85147497849,2023,1,3,Moyano Dávila C.,moyano davila c,moyanodavila,"Escuela de Ciencias de la Familia, Universidad Finis Terrae, Santiago, Chile",Escuela de Ciencias de la Familia,Escuela de Ciencias de la Familia,True,True,alta
2-s2.0-85099562409,2023,1,3,Nieto I.,nieto i,nieto,"Faculty of Arts, Universidad Finis Terrae, Santiago, Chile",Faculty of Arts,Facultad de Artes,True,True,alta
2-s2.0-85195027038,2024,4,4,Massa Á.A.,massa aa,massaaa,"Finis Terrae University, 1509, Av. Pedro de Valdivia, Providencia, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85193919687,2023,1,1,Reyes J.,reyes j,reyes,"Finis Terrae University, Chile",,No determinada,True,True,alta
2-s2.0-85148858002,2023,4,5,Farsani D.,farsani d,farsani,"Faculty of Education, Department of Psychology and Family, Universidad Finis Terrae, Providencia, 7500000, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85181776321,2024,1,4,Giglio A.,giglio a,giglio,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85181776321,2024,2,4,Reccius A.,reccius a,reccius,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Neurology Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85181776321,2024,3,4,Ferre A.,ferre a,ferre,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85181776321,2024,4,4,Dreyse J.,dreyse j,dreyse,"Critical Care Department, Finis Terrae University, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85184439214,2023,1,8,Barbieri G.G.,barbieri gg,barbierigg,"Licenciature of Medicine, Pregrade Department-Universidad Finis Terrae, Independencia, Chile",,No determinada,True,True,alta
2-s2.0-85184439214,2023,7,8,Soto-Suazo M.,soto suazo m,sotosuazo,"Education Medical and Health Sciences Research Center, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85175348912,2023,1,3,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Pennington Biomedical Research Center, Louisiana State University, Baton Rouge, LA, United States, Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105044654075,2024,1,1,Aránguiz P.M.,aranguiz pm,aranguizpm,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85151108437,2023,1,7,Zbinden-Foncea H.,zbinden foncea h,zbindenfoncea,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, 7500000, Chile, Centro de Salud Deportiva, Clínica Santa María, Santiago, 7571894, Chile, Institute of Neuroscience, UCLouvain, Louvain-la-Neuve, 1348, Belgium, Faculty of H",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85151108437,2023,2,7,Ramos-Navarro C.,ramos navarro c,ramosnavarro,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, 7500000, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85151108437,2023,3,7,Hevia-Larraín V.,hevia larrain v,hevialarrain,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, 7500000, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85151108437,2023,4,7,Castro-Sepulveda M.,castro sepulveda m,castrosepulveda,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, 7500000, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85151108437,2023,5,7,Saúl M.J.,saul mj,saulmj,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, 7500000, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85165269048,2024,2,2,Moyano Davila C.,moyano davila c,moyanodavila,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85171257650,2023,4,4,Villarroel V.,villarroel v,villarroel,"Facultad de Educación, Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85158853973,2023,1,3,Etchegaray-Armijo K.,etchegaray armijo k,etchegarayarmijo,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85158853973,2023,3,3,Bustos-Arriagada E.,bustos arriagada e,bustosarriagada,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85159734220,2023,3,3,Diaz F.,diaz f,diaz,"Unidad de Paciente Crítico Pediátrico, Hospital El Carmen Dr. Luis Valentín Ferrada, Santiago, Chile, Unidad de Investigación y Epidemiología Clinica, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85206889329,2024,2,5,Rodríguez C.,rodriguez c,rodriguez,"Facultad de Medicina, Universidad Finis Terrae, RM, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85206889329,2024,3,5,Smague D.,smague d,smague,"Facultad de Medicina, Universidad Finis Terrae, RM, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85147588640,2023,4,4,Farsani D.,farsani d,farsani,"Facultad de Educación, Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85147045247,2023,1,8,Angulo J.,angulo j,angulo,"Laboratorio de Virología Molecular, Centro de Investigaciones Médicas, Instituto Milenio de Inmunología e Inmunoterapia, Departamento de Enfermedades Infecciosas e Inmunología Pediátrica, Escuela de Medicina, Pontificia Universidad Católica de Chile, Santiago, 8330024, Chile, Facultad de Odontología",Facultad de Odontología,Facultad de Odontología,True,True,alta
2-s2.0-85173375904,2023,3,6,Martinez-Mardones M.,martinez mardones m,martinezmardones,"Hospital del Salvador, Servicio de Cirugía y Servicio de Coloproctología, Santiago de, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago de, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85189660184,2024,5,5,Díaz F.,diaz f,diaz,"Unidad de Paciente Crítico Pediátrico, Hospital El Carmen de Maipú, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85174916359,2023,4,5,Franco D.R.,franco dr,francodr,"Unidad de Paciente Crítico Pediátrico, Hospital Clínico Dra. Eloísa Díaz I. La Florida, Santiago, Chile, Unidad de Paciente Crítico Pediátrico, Hospital El Carmen de Maipú, Santiago, Chile, Unidad de Investigación y Epidemiología Clínica, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chil",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85179692415,2023,1,4,Moyano Dávila C.,moyano davila c,moyanodavila,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85179692415,2023,2,4,Tabilo Prieto I.,tabilo prieto i,tabiloprieto,"Universidad Finis Terrae, Chile, Universidad Alberto Hurtado, Chile",,No determinada,True,True,alta
2-s2.0-85158846799,2023,2,4,Martinez-Mardones M.B.,martinez mardones mb,martinezmardones,"Servicio de Salud Metropolitano Oriente, Hospital del Salvador, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85204167825,2023,1,5,de Guevara D.L.H.,de guevara dlh,deguevara,"Departamento de Radiología, Clínica Las Condes, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85151492301,2023,6,10,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85217317761,2024,1,1,Massa A.A.,massa aa,massaaa,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85158820725,2023,2,5,Vallejos P. G.,vallejos p g,vallejos,"Unidad de Ginecología, Hospital El Carmen Dr. Luis Valentín Ferrada, Camino Rinconada 1202 Maipú, Santiago, 9274443, Chile, Facultad de Medicina, Universidad Finis Terrae, Av. Pedro de Valdivia 1509 Providencia, Santiago, 7501015, Chile, Departamento de Ginecología y Obstetricia, Facultad de Medicin",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
